# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = GaussianStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = GaussianStan.data.json
# init = 2 (Default)
# random
#   seed = 2432242613 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
# Adaptation terminated
# Step size = 0.44568
# Diagonal elements of inverse mass matrix:
# 0.254891, 0.38534
-1.92336,0.999687,0.44568,3,7,0,2.03134,1.91027,1.70078
-2.78082,0.991821,0.44568,3,7,0,3.239,2.93718,1.24166
-3.01415,0.935494,0.44568,3,7,0,3.75694,2.13838,2.40022
-2.14217,0.979441,0.44568,2,7,0,3.07945,1.95448,1.82651
-0.488318,1,0.44568,3,7,0,2.99417,2.19114,0.735494
-0.0177447,0.971314,0.44568,2,7,0,0.907441,1.59634,0.761521
0.160663,0.978773,0.44568,3,7,0,0.440103,1.54945,0.577635
0.481082,0.959765,0.44568,1,3,0,0.387767,1.85434,0.506022
0.226928,0.927322,0.44568,3,7,0,0.0802746,1.58563,0.604935
0.474568,0.878196,0.44568,3,7,0,1.17763,1.83686,0.549842
0.430587,0.919009,0.44568,2,3,0,1.07637,1.67778,0.55769
0.427139,0.998615,0.44568,3,7,0,-0.386995,1.69162,0.574902
0.102261,0.979219,0.44568,2,3,0,-0.0309685,1.79897,0.7563
0.0304237,0.999551,0.44568,3,7,0,-0.0103828,1.75476,0.786953
-0.0763374,0.972426,0.44568,2,7,0,0.348744,1.47359,0.621348
-1.4598,0.84281,0.44568,3,7,0,1.83162,2.10672,1.39692
-0.147301,0.680858,0.44568,1,3,0,3.98508,2.06089,0.733687
-0.895463,0.973841,0.44568,2,3,0,0.918972,2.30776,0.826592
0.323899,0.903681,0.44568,3,7,0,1.98984,1.7875,0.657083
0.483601,0.963881,0.44568,1,3,0,0.481145,1.80852,0.445266
0.251675,0.942099,0.44568,2,7,0,-0.153983,1.58147,0.529836
0.438528,0.978348,0.44568,3,7,0,0.00226348,1.78404,0.594963
0.423858,0.992543,0.44568,2,7,0,-0.328053,1.67761,0.564179
0.282313,0.931238,0.44568,3,7,0,0.330299,1.86814,0.658115
0.383971,0.999969,0.44568,2,3,0,-0.259782,1.78643,0.626319
0.00842169,0.973936,0.44568,2,7,0,0.0170477,1.50764,0.641924
0.348095,1,0.44568,2,3,0,-0.0231493,1.90792,0.587459
0.483084,0.974233,0.44568,1,3,0,0.0254511,1.69712,0.498751
0.193784,0.97069,0.44568,2,3,0,-0.118012,1.59083,0.639706
-2.1947,0.75435,0.44568,3,7,0,3.49169,0.970653,0.746226
-0.581223,0.987285,0.44568,2,5,0,2.24631,2.09923,0.942638
-0.204177,0.984235,0.44568,2,5,0,1.32525,1.43778,0.662612
0.0176336,0.967257,0.44568,2,3,0,0.613733,1.98977,0.715614
0.261925,0.999147,0.44568,2,3,0,0.12006,1.83105,0.680518
0.311665,0.993642,0.44568,2,3,0,-0.0767937,1.90507,0.617561
0.214272,0.983951,0.44568,3,7,0,0.0682063,1.63763,0.417152
-0.0178864,0.975192,0.44568,2,3,0,0.118556,1.55707,0.43678
-0.0178864,0.000412119,0.44568,1,1,0,3.98982,1.55707,0.43678
0.324536,1,0.44568,2,3,0,0.181219,1.88123,0.424026
-0.00783847,0.977202,0.44568,2,3,0,0.207171,1.60092,0.400023
-0.00783847,0.53848,0.44568,1,1,0,0.960648,1.60092,0.400023
0.447859,0.330356,0.44568,2,3,0,3.16274,1.86972,0.540257
0.479831,0.997924,0.44568,2,7,0,-0.429098,1.69769,0.521694
0.34201,0.987375,0.44568,2,3,0,-0.327973,1.89991,0.601403
0.343133,0.931623,0.44568,3,7,0,0.522294,1.80483,0.396194
-2.02798,0.724532,0.44568,2,5,0,2.65644,2.09285,1.72944
-1.49954,0.987978,0.44568,3,11,0,3.48662,1.06747,1.04052
-0.741656,0.998776,0.44568,3,7,0,2.63721,1.56722,1.08037
-1.08539,0.998718,0.44568,3,7,0,1.36053,1.41106,1.18193
0.327677,0.989042,0.44568,2,7,0,2.17171,1.66804,0.425435
0.346996,0.958051,0.44568,2,3,0,-0.0734841,1.88483,0.434509
0.355818,0.806167,0.44568,3,7,0,0.554004,1.92505,0.510197
0.170582,0.945604,0.44568,2,3,0,0.0975701,1.73913,0.366472
0.170582,0.10538,0.44568,3,7,0,3.92407,1.73913,0.366472
0.428504,0.980987,0.44568,2,3,0,-0.0265412,1.86156,0.450248
0.5111,0.995918,0.44568,2,3,0,-0.401689,1.75114,0.461744
0.507108,0.92201,0.44568,2,3,0,0.183029,1.7689,0.542567
0.248223,0.948681,0.44568,1,3,0,-0.0896659,1.58056,0.558292
0.00568011,0.895767,0.44568,3,7,0,0.894885,1.60443,0.754948
-0.304019,0.983454,0.44568,2,3,0,0.528798,1.75792,0.925748
-0.237396,0.988064,0.44568,2,7,0,0.613365,1.44986,0.73535
0.105932,0.998534,0.44568,3,7,0,0.932272,1.75724,0.755152
-0.163946,0.991652,0.44568,2,3,0,0.214527,1.87401,0.856986
-0.839891,0.95936,0.44568,2,3,0,1.29175,1.2557,0.79409
-0.140387,0.98264,0.44568,1,3,0,1.25697,1.5532,0.793779
0.0137563,0.96475,0.44568,2,3,0,0.837673,1.85324,0.786117
0.412209,0.943767,0.44568,1,3,0,1.73013,1.86613,0.44585
0.329272,0.843725,0.44568,2,7,0,0.428962,1.6197,0.567831
0.397302,0.961974,0.44568,1,3,0,0.0532703,1.85518,0.598465
0.0849995,0.975001,0.44568,2,3,0,-0.0539847,2.02552,0.592207
-1.16172,0.885096,0.44568,2,7,0,1.67586,2.31093,1.08068
-1.51493,0.895315,0.44568,2,7,0,2.06217,2.17337,1.39983
0.45723,0.999945,0.44568,2,5,0,1.55387,1.71318,0.445647
0.462859,0.958541,0.44568,3,7,0,0.215479,1.70188,0.458957
0.0594688,0.817935,0.44568,2,3,0,1.2697,1.93333,0.735647
-1.214,0.935176,0.44568,2,7,0,1.39957,2.36236,1.04023
-0.0758907,1,0.44568,2,3,0,1.20465,1.90478,0.810339
-0.0559222,0.994542,0.44568,3,7,0,0.356719,1.72927,0.8209
0.0636918,0.986332,0.44568,2,7,0,0.178979,1.57241,0.701293
0.180364,0.743093,0.44568,1,3,0,2.21659,1.69649,0.378607
0.519369,0.985454,0.44568,2,3,0,0.148035,1.76383,0.526951
0.364361,0.974689,0.44568,2,3,0,-0.0848929,1.72719,0.405539
-0.361631,0.9178,0.44568,3,7,0,0.542596,1.49683,0.864367
-0.168759,0.99666,0.44568,3,7,0,0.477469,1.88046,0.345237
-0.168759,0.235586,0.44568,1,1,0,1.87127,1.88046,0.345237
0.25485,0.983794,0.44568,2,3,0,0.510412,1.68094,0.398874
-0.770045,0.648352,0.44568,1,1,0,0.811848,1.53025,0.36088
-0.0176001,1,0.44568,2,3,0,0.64708,2.02674,0.481511
0.349495,0.99781,0.44568,3,7,0,0.0942679,1.62866,0.563524
0.237585,0.984859,0.44568,1,1,0,-0.236406,1.57789,0.568568
-3.30194,0.212579,0.44568,3,7,0,5.54678,3.06539,2.09444
-1.34352,0.985232,0.44568,3,7,0,3.41813,1.19486,0.622763
-1.31074,1,0.44568,3,7,0,1.48721,2.3544,0.631236
-0.502016,0.694124,0.44568,2,3,0,2.80072,1.35058,0.678288
0.351332,0.983878,0.44568,3,7,0,0.377869,1.92668,0.508251
-0.100125,0.965539,0.44568,2,3,0,0.168407,2.07263,0.538713
-0.100125,0.583016,0.44568,2,3,0,3.07085,2.07263,0.538713
0.208521,1,0.44568,2,3,0,0.232947,1.94522,0.645492
-0.409122,0.975373,0.44568,2,3,0,0.511133,1.84549,0.965337
-1.35125,0.921522,0.44568,2,7,0,1.70834,1.39987,1.31988
0.0118031,0.999222,0.44568,2,5,0,1.54688,1.56453,0.723262
0.450079,0.941047,0.44568,2,3,0,0.735768,1.68175,0.540266
-0.243778,0.893896,0.44568,1,3,0,0.603441,1.42581,0.603912
0.432917,0.94957,0.44568,2,3,0,1.26196,1.86067,0.567835
0.332953,0.99412,0.44568,2,3,0,-0.301423,1.88999,0.616353
-0.589855,0.95446,0.44568,2,3,0,0.715923,1.87612,1.03833
0.088803,0.984463,0.44568,2,7,0,0.719897,1.53738,0.505368
0.146657,0.87039,0.44568,2,3,0,0.886056,1.95427,0.437992
0.330972,0.995499,0.44568,2,3,0,-0.0422642,1.61567,0.50349
-0.222796,0.983086,0.44568,3,7,0,0.485322,1.73954,0.891098
-0.700218,0.97388,0.44568,3,7,0,2.0151,1.31417,0.843072
-1.21569,0.995966,0.44568,2,3,0,1.26402,1.15769,0.965932
-2.18638,0.91113,0.44568,2,3,0,2.36709,0.950749,0.77928
-2.95564,0.921834,0.44568,2,7,0,3.50845,1.16493,2.28683
-3.05496,0.99957,0.44568,3,7,0,3.65817,0.706297,2.09026
-2.41122,0.865003,0.44568,3,7,0,5.90518,2.80622,1.21693
-3.22808,0.958921,0.44568,3,7,0,3.95333,2.53805,2.44938
-4.21723,1,0.44568,2,3,0,4.31124,2.79137,3.30765
-1.20439,0.889476,0.44568,2,7,0,4.6609,2.2913,1.13329
-4.35794,0.861838,0.44568,2,3,0,4.5166,2.96393,0.807266
-4.35794,0.453883,0.44568,1,1,0,5.77022,2.96393,0.807266
-4.93146,0.561118,0.44568,3,11,0,6.75885,0.233768,3.92274
-1.71763,0.999563,0.44568,3,7,0,4.9847,0.990109,1.0642
-3.18779,0.986937,0.44568,3,7,0,3.5659,0.778151,2.28189
-2.94151,0.999755,0.44568,2,3,0,3.24513,0.719176,1.9875
-1.33209,0.961161,0.44568,2,7,0,3.99392,1.16561,0.678655
-0.654463,0.706173,0.44568,2,3,0,2.72153,1.48972,1.00563
0.499532,1,0.44568,3,7,0,0.669558,1.72311,0.529171
-0.364651,0.948222,0.44568,2,3,0,0.541461,1.95806,0.36096
0.428113,1,0.44568,3,7,0,0.374326,1.66821,0.477619
0.367014,0.961364,0.44568,2,3,0,-0.165565,1.77104,0.399188
0.327709,0.864566,0.44568,1,3,0,0.693476,1.62604,0.582428
0.360227,0.952164,0.44568,1,3,0,0.138043,1.87918,0.606842
0.360227,0.738969,0.44568,2,5,0,2.82398,1.87918,0.606842
-0.430351,0.91009,0.44568,2,3,0,0.645618,2.13681,0.524556
0.0903514,1,0.44568,2,7,0,0.53253,1.9181,0.729008
0.506758,0.99834,0.44568,2,7,0,-0.139835,1.72681,0.476107
0.522415,1,0.44568,1,1,0,-0.51001,1.74572,0.482078
0.30596,0.933526,0.44568,3,7,0,0.0737293,1.78253,0.666023
-0.0346536,0.939401,0.44568,1,3,0,0.508209,1.50335,0.67374
-1.80017,0.826535,0.44568,3,7,0,2.07312,2.48326,1.34686
-1.70401,0.971726,0.44568,2,7,0,1.97447,2.53457,1.15586
-2.02466,0.941133,0.44568,2,3,0,2.4693,2.58612,0.812454
-1.8549,1,0.44568,3,7,0,2.69003,1.98032,1.65118
-0.868881,1,0.44568,2,7,0,2.11453,2.22742,0.985589
-0.237735,0.920251,0.44568,3,7,0,1.18939,2.10322,0.535788
0.240463,1,0.44568,2,3,0,0.37727,1.66063,0.669676
0.44488,0.975818,0.44568,3,7,0,0.280965,1.78264,0.591026
0.305451,0.989629,0.44568,2,3,0,-0.247164,1.87179,0.644025
0.519633,0.950129,0.44568,2,3,0,0.288652,1.80861,0.48126
0.0938924,0.927632,0.44568,3,7,0,0.249705,1.60358,0.710335
-1.91624,0.882954,0.44568,2,3,0,2.08328,1.08962,0.643453
-0.626212,1,0.44568,2,3,0,1.86184,1.51258,1.00394
-1.43387,0.995549,0.44568,2,3,0,1.45567,1.31375,1.3199
-0.814649,0.991355,0.44568,3,7,0,3.37593,2.21352,0.967112
-1.59656,0.969071,0.44568,3,7,0,2.11089,1.82634,1.52525
0.160486,0.880614,0.44568,2,5,0,1.66443,2.00063,0.540929
-0.677724,0.924267,0.44568,2,3,0,0.857183,1.35956,0.538754
-0.260227,1,0.44568,2,3,0,0.923025,2.05451,0.45202
-0.260227,0.648563,0.44568,1,1,0,0.96927,2.05451,0.45202
-0.0533257,1,0.44568,2,3,0,0.3304,1.49447,0.522254
-1.35355,0.843458,0.44568,3,7,0,1.99866,1.59351,1.38342
-2.08179,0.7877,0.44568,2,7,0,2.40683,1.63416,1.79457
-1.99315,0.977355,0.44568,2,7,0,3.41306,2.00437,1.72808
-3.64202,0.999781,0.44568,3,7,0,4.04063,2.34461,2.88267
-1.07742,0.824006,0.44568,3,7,0,4.287,1.5227,1.22642
-0.479582,0.943991,0.44568,2,7,0,1.20885,1.79855,0.999045
-0.565223,0.99973,0.44568,3,7,0,0.653799,1.70493,1.03209
-1.50091,0.961523,0.44568,2,3,0,1.73594,1.15173,0.649485
-1.12929,1,0.44568,1,1,0,1.57225,1.2235,0.638647
-3.21189,0.618462,0.44568,3,15,0,3.93326,3.09757,1.30977
-3.9261,0.95799,0.44568,2,3,0,4.37146,3.40047,1.47933
-3.69575,1,0.44568,1,1,0,3.90366,3.34101,1.53777
-1.93553,0.926129,0.44568,3,7,0,4.83158,2.58758,1.30369
-2.15974,0.99917,0.44568,3,7,0,3.01588,2.59666,1.51021
-0.720014,0.991575,0.44568,3,7,0,2.38971,2.2456,0.834941
-0.87341,0.997733,0.44568,2,7,0,1.09999,1.45853,0.400721
-0.808412,0.972888,0.44568,3,7,0,1.3981,1.39828,0.462614
-0.337991,1,0.44568,2,3,0,1.08192,1.5217,0.41241
-1.03517,0.99778,0.44568,3,7,0,1.53318,1.92621,1.23179
-1.68805,0.990334,0.44568,2,7,0,2.76705,1.16469,0.590749
-1.70316,1,0.44568,2,7,0,2.56237,1.39218,1.51565
-0.177332,0.972351,0.44568,3,7,0,1.8539,2.1066,0.632806
-0.231611,1,0.44568,3,7,0,0.96245,2.11934,0.671112
-0.0185855,0.940186,0.44568,2,7,0,3.37747,1.80394,0.34289
-0.0185855,0.499318,0.44568,2,3,0,1.0612,1.80394,0.34289
-0.406779,0.791176,0.44568,3,7,0,0.855031,2.01003,0.389281
0.416269,1,0.44568,2,3,0,0.136383,1.83262,0.425124
0.124977,0.925837,0.44568,2,7,0,0.161298,1.64199,0.717708
0.188305,0.989708,0.44568,2,7,0,0.0253724,1.57578,0.621533
-1.67091,0.857087,0.44568,2,7,0,2.07818,2.44555,1.29071
0.219668,0.997531,0.44568,2,7,0,1.79168,1.63482,0.420762
-1.2227,0.664011,0.44568,2,7,0,4.40818,1.18262,0.687856
-1.76489,0.794187,0.44568,3,7,0,2.67467,2.043,1.58644
-1.9422,1,0.44568,2,3,0,2.0061,2.13292,1.66566
-1.72342,0.932207,0.44568,3,7,0,2.84663,2.27325,0.470176
-1.04747,1,0.44568,3,7,0,1.76335,1.83104,1.24982
-2.39661,0.989586,0.44568,2,3,0,2.46895,1.93307,1.99094
0.191844,0.933332,0.44568,3,7,0,2.62165,1.5593,0.561416
-0.228769,0.977552,0.44568,2,3,0,0.251784,1.43427,0.579049
-0.408518,0.959229,0.44568,1,1,0,0.475932,1.39695,0.567187
-1.99402,1,0.44568,3,7,0,2.58866,1.47099,1.71297
0.511814,1,0.44568,2,7,0,2.11685,1.80848,0.468228
0.49775,0.995208,0.44568,2,3,0,-0.448137,1.73877,0.45616
0.301395,0.939484,0.44568,2,3,0,0.217766,1.89833,0.430369
-0.270134,0.864039,0.44568,3,7,0,1.21612,1.43309,0.727548
-0.453758,0.978136,0.44568,1,1,0,0.469439,1.36476,0.702328
-0.726866,0.995322,0.44568,2,3,0,0.925427,1.30459,0.844718
0.0330517,0.966472,0.44568,3,7,0,0.894427,2.02172,0.494244
-0.619009,0.865982,0.44568,1,3,0,1.50138,2.22908,0.674316
-0.414952,1,0.44568,1,1,0,0.65361,2.17347,0.64573
0.464041,0.980511,0.44568,3,7,0,0.79815,1.70239,0.459325
0.012856,0.87962,0.44568,2,7,0,1.39524,1.5837,0.738025
-1.13706,0.938194,0.44568,3,7,0,1.36811,2.17124,1.19026
-0.260859,0.985929,0.44568,3,7,0,1.49445,1.4353,0.724243
0.046605,0.812528,0.44568,2,3,0,1.95446,1.57108,0.437425
0.162663,0.999537,0.44568,3,7,0,0.0484202,1.55228,0.525974
0.422169,0.865055,0.44568,2,3,0,0.527084,1.68215,0.452815
-0.427947,0.938193,0.44568,3,7,0,0.595143,1.56818,0.937187
-0.175778,0.767823,0.44568,2,3,0,3.38191,2.10569,0.639391
0.437997,0.977967,0.44568,3,7,0,0.296961,1.88366,0.514076
0.262453,0.910798,0.44568,2,3,0,0.272582,1.88917,0.412383
0.513179,1,0.44568,2,7,0,-0.272926,1.75329,0.532081
-0.54391,0.864616,0.44568,3,7,0,0.854817,1.40748,0.501078
0.254735,1,0.44568,2,3,0,0.680929,1.62269,0.634201
0.401608,0.958301,0.44568,1,3,0,0.179493,1.65403,0.47943
-0.537234,0.851677,0.44568,2,3,0,0.737038,2.18472,0.579897
-0.563532,0.995253,0.44568,3,7,0,0.646987,2.21345,0.662173
-0.352808,0.983195,0.44568,3,7,0,0.900322,1.61095,0.919988
0.292788,0.866633,0.44568,3,7,0,1.77296,1.62835,0.614234
0.347023,0.943657,0.44568,1,3,0,0.424572,1.92996,0.524989
-0.724006,0.770007,0.44568,3,7,0,1.53781,1.28957,0.775773
-0.166179,0.931982,0.44568,1,3,0,1.61422,1.65483,0.85269
-0.776599,0.958301,0.44568,2,7,0,1.07437,1.58379,1.10165
0.496079,0.977614,0.44568,2,5,0,1.04614,1.74318,0.547176
-0.0972478,0.93162,0.44568,3,7,0,0.645542,1.63568,0.816531
-0.739407,0.977854,0.44568,1,3,0,1.10541,1.57008,1.08026
-0.169658,0.95893,0.44568,2,7,0,0.990197,2.09346,0.687966
-0.373938,0.972034,0.44568,1,1,0,0.387527,2.1632,0.663671
-0.202424,0.992938,0.44568,3,7,0,0.785523,1.48781,0.475457
-0.42073,0.805165,0.44568,2,3,0,2.13259,2.06088,0.429816
-0.291143,0.977038,0.44568,2,3,0,0.887804,1.95185,0.364929
-0.0337532,1,0.44568,2,3,0,0.553713,1.51885,0.482355
-0.112056,0.959828,0.44568,2,3,0,0.351998,2.04992,0.485167
0.300256,0.89783,0.44568,3,7,0,0.651284,1.68058,0.40954
-1.0015,0.419524,0.44568,3,7,0,2.67106,2.18421,1.10618
-1.80915,0.987529,0.44568,1,3,0,2.40686,2.27022,1.52719
-1.09227,0.999483,0.44568,2,3,0,1.83903,2.08398,1.21183
-0.53974,0.972553,0.44568,3,7,0,2.62089,2.14691,0.873104
0.489577,0.977105,0.44568,2,7,0,0.938291,1.84641,0.511155
0.407709,0.90443,0.44568,2,3,0,0.644494,1.65117,0.533741
0.344606,0.925158,0.44568,3,7,0,0.190812,1.74455,0.644935
-1.45416,0.8575,0.44568,2,3,0,1.83667,2.14365,0.390529
-1.32552,1,0.44568,2,3,0,2.09186,1.3486,0.446589
-0.0284855,1,0.44568,2,3,0,1.30695,1.70958,0.806635
0.148113,1,0.44568,2,3,0,0.0535834,1.77242,0.737495
-0.890502,0.959713,0.44568,2,7,0,1.11299,1.34425,1.02405
-2.03998,0.977456,0.44568,3,7,0,2.30663,2.46365,0.625426
-1.70205,1,0.44568,3,7,0,2.06479,1.082,0.707313
-2.57428,0.349374,0.44568,4,15,0,6.12956,2.86762,1.40424
-0.499675,0.997643,0.44568,3,7,0,2.57954,2.03973,0.9414
0.198787,0.944697,0.44568,2,5,0,1.01022,1.96469,0.470718
-0.125556,0.819112,0.44568,2,3,0,0.897126,1.64969,0.357112
-0.176289,1,0.44568,2,3,0,0.447542,1.88738,0.346931
0.0513743,1,0.44568,3,7,0,0.227437,1.89586,0.377041
-1.44987,0.59485,0.44568,3,7,0,1.86413,1.78906,1.44947
-2.28754,0.977098,0.44568,4,15,0,5.56752,0.874545,1.52261
-0.543504,0.972493,0.44568,3,7,0,3.31729,1.89136,1.01541
-0.733322,0.973666,0.44568,2,3,0,1.55084,2.19739,0.535021
-0.189552,0.377523,0.44568,3,7,0,3.04367,1.81426,0.876965
-0.288049,0.997451,0.44568,1,1,0,0.298543,1.84449,0.914552
-0.383178,0.997369,0.44568,1,1,0,0.395253,1.82424,0.956743
-1.02757,0.98233,0.44568,2,7,0,1.52815,1.2012,0.799834
0.364351,1,0.44568,1,3,0,2.82136,1.6508,0.585142
0.303065,0.996655,0.44568,3,7,0,-0.136052,1.71649,0.66
-0.464227,0.953617,0.44568,2,3,0,0.55413,2.0901,0.452593
0.398075,1,0.44568,3,7,0,0.282533,1.88107,0.45389
0.445934,0.999403,0.44568,3,7,0,-0.36646,1.67109,0.514665
0.22527,0.944526,0.44568,2,3,0,1.25875,1.61306,0.443356
0.243238,1,0.44568,3,7,0,-0.227712,1.95239,0.611052
0.154134,0.990802,0.44568,2,3,0,0.0242465,1.58519,0.452511
0.476546,1,0.44568,3,7,0,0.164524,1.85628,0.490375
-1.61182,0.879001,0.44568,3,7,0,1.62488,1.92388,1.52432
-1.32201,0.99663,0.44568,3,7,0,1.85988,2.07097,1.33593
-0.405687,0.700795,0.44568,3,7,0,2.50635,1.97441,0.366196
0.152044,1,0.44568,1,1,0,0.271374,1.9191,0.408168
-0.215787,0.9337,0.44568,2,3,0,0.638893,1.50456,0.450839
-1.11092,0.685453,0.44568,3,7,0,1.87332,2.02818,1.24234
0.400403,0.998283,0.44568,3,7,0,1.56829,1.66289,0.462907
-1.31706,0.546431,0.44568,1,1,0,1.33063,1.45076,0.370329
-0.781613,1,0.44568,2,3,0,1.59236,1.43624,0.429277
-0.394698,1,0.44568,3,7,0,0.972363,2.13892,0.541902
-0.58624,0.980387,0.44568,3,7,0,1.24419,1.46268,0.954598
0.159582,0.976393,0.44568,3,7,0,0.923925,1.57629,0.467096
-0.915774,0.688114,0.44568,2,3,0,1.65737,1.62498,0.307903
-0.915774,0.470829,0.44568,2,3,0,3.49208,1.62498,0.307903
0.234184,0.799012,0.44568,2,3,0,1.81804,1.9743,0.561757
0.221367,0.940844,0.44568,2,3,0,0.442559,1.88265,0.682508
-0.835975,0.955036,0.44568,2,3,0,1.65334,2.07105,0.389154
0.353156,1,0.44568,2,3,0,0.576421,1.92516,0.504189
0.0587373,0.765105,0.44568,1,3,0,1.36844,1.52265,0.628337
-0.279553,0.956286,0.44568,2,5,0,0.460317,1.68383,0.907575
0.165309,0.995888,0.44568,3,7,0,1.66334,1.80541,0.728498
0.321751,0.998235,0.44568,2,7,0,-0.10461,1.72929,0.394818
0.410873,0.998228,0.44568,2,3,0,-0.277803,1.83013,0.422094
0.501526,0.967268,0.44568,2,3,0,-0.138628,1.74124,0.540521
-1.11332,0.910545,0.44568,2,7,0,1.86153,2.10224,1.21452
-4.01177,0.993362,0.44568,4,15,0,4.46168,3.56662,2.13083
-2.87547,0.990045,0.44568,3,7,0,4.14614,2.83108,1.91454
-1.10256,0.995166,0.44568,3,7,0,3.08486,2.29905,1.05393
-0.671332,0.954619,0.44568,3,7,0,1.64899,1.30677,0.779319
-2.36086,0.715457,0.44568,2,3,0,4.25397,0.86702,0.864295
-0.269819,0.843335,0.44568,3,7,0,3.50486,2.13229,0.665451
-0.442226,0.964296,0.44568,1,1,0,0.481309,2.17887,0.633914
-1.19799,0.727406,0.44568,1,3,0,2.65556,2.38221,0.974547
-1.11474,0.913221,0.44568,2,7,0,3.82096,1.1809,0.774226
-0.609694,0.981292,0.44568,3,7,0,1.4359,2.17872,0.539762
-1.02712,0.969873,0.44568,3,7,0,1.52992,1.31648,1.0801
0.309129,0.953227,0.44568,3,7,0,1.20718,1.79009,0.38715
0.426575,0.996942,0.44568,2,3,0,-0.263061,1.84222,0.434324
0.47041,0.989588,0.44568,3,7,0,-0.323687,1.72432,0.561508
0.326441,0.959058,0.44568,1,3,0,-0.103098,1.90196,0.610438
0.49544,0.965892,0.44568,1,3,0,0.280001,1.75078,0.449299
-0.101653,0.864791,0.44568,2,3,0,0.303586,2.01275,0.439313
-0.101653,0.361598,0.44568,1,1,0,1.52653,2.01275,0.439313
0.387862,1,0.44568,2,3,0,0.232716,1.84468,0.609913
0.167702,0.985972,0.44568,2,3,0,-0.133196,1.7049,0.720768
-0.0303053,0.974565,0.44568,2,7,0,0.190084,2.02977,0.69863
-0.663594,0.890444,0.44568,2,3,0,2.10187,2.1623,0.501213
0.0872333,1,0.44568,3,7,0,0.473756,2.02532,0.555829
0.365455,0.972172,0.44568,2,3,0,0.288156,1.76162,0.63604
-0.280083,0.975705,0.44568,3,7,0,0.323883,2.05508,0.819234
-0.131185,0.998646,0.44568,2,7,0,0.452009,1.52797,0.442806
-1.16919,0.657555,0.44568,3,7,0,2.48184,1.52876,1.27413
-0.844929,0.990059,0.44568,3,7,0,1.86828,2.2746,0.886647
0.0540579,0.959912,0.44568,3,7,0,1.03019,2.03441,0.605523
-0.705784,0.915924,0.44568,2,3,0,1.48789,1.51384,0.376696
0.317383,1,0.44568,2,3,0,0.535769,1.90141,0.617041
0.346939,0.947418,0.44568,3,7,0,0.656869,1.77542,0.394474
0.160207,0.954225,0.44568,1,1,0,-0.151751,1.84014,0.37131
0.281149,1,0.44568,3,7,0,-0.171649,1.75111,0.676772
-0.161103,0.972237,0.44568,2,3,0,0.216557,2.0135,0.791451
-0.0503424,0.934474,0.44568,3,7,0,0.880085,1.96372,0.770906
-1.66322,0.937086,0.44568,2,7,0,1.86621,1.41632,0.370141
-1.66322,0.0237317,0.44568,2,3,0,6.51861,1.41632,0.370141
-0.0677466,1,0.44568,3,7,0,1.99497,1.95494,0.394746
-0.0677466,0.895604,0.44568,1,1,0,0.400288,1.95494,0.394746
0.0873184,1,0.44568,2,7,0,0.28032,1.63819,0.733828
-0.636023,0.923208,0.44568,3,7,0,1.23391,2.12327,0.459412
-0.784222,1,0.44568,3,7,0,1.13343,1.27244,0.790128
0.0421564,0.998402,0.44568,3,7,0,0.805529,1.85016,0.774596
-0.591671,0.936262,0.44568,1,3,0,1.38877,2.18802,0.84884
0.508201,1,0.44568,2,7,0,0.7378,1.76326,0.540681
0.173004,0.948738,0.44568,1,3,0,0.265104,1.81442,0.724058
-0.33079,0.909034,0.44568,1,3,0,1.34631,1.44354,0.792441
0.127603,0.9266,0.44568,1,3,0,1.7415,1.88198,0.72754
-0.345527,0.99335,0.44568,3,7,0,0.359204,1.85761,0.936741
0.11206,0.955598,0.44568,2,5,0,0.656453,1.91729,0.718931
-1.2442,0.941379,0.44568,2,7,0,1.24518,2.2813,1.16911
-0.974481,0.960357,0.44568,3,7,0,1.75591,1.3563,0.482655
-1.03588,0.933753,0.44568,3,7,0,1.60296,2.09639,1.17733
0.425187,0.972353,0.44568,3,7,0,1.64601,1.66359,0.539361
0.309963,0.955146,0.44568,2,3,0,0.128143,1.94402,0.511615
0.309963,0.174481,0.44568,2,3,0,2.77609,1.94402,0.511615
0.44594,1,0.44568,2,3,0,-0.294784,1.71058,0.573453
0.0107271,0.969014,0.44568,2,3,0,0.125129,1.76372,0.344682
0.0107271,0.472608,0.44568,2,3,0,1.12534,1.76372,0.344682
-0.419527,0.898385,0.44568,1,1,0,0.448963,1.76725,0.309376
