# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = IQStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = IQStan.data.json
# init = 2 (Default)
# random
#   seed = 3026686953 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma
# Adaptation terminated
# Step size = 0.451838
# Diagonal elements of inverse mass matrix:
# 0.00416806, 0.00317954, 0.00302106, 0.147874
-3.46016,0.940129,0.451838,2,3,0,5.14757,94.0018,109.98,153.492,5.17651
-4.14133,0.957409,0.451838,2,7,0,4.51566,96.7231,107.39,155.251,5.96877
-3.25503,1,0.451838,2,7,0,4.138,93.5516,110.131,155.557,4.20691
-4.93764,0.787288,0.451838,3,7,0,7.10715,94.756,109.993,155.653,2.86679
-4.68175,0.43603,0.451838,2,3,0,8.60995,98.1804,110.261,157.761,4.05008
-3.85595,0.860634,0.451838,2,3,0,6.9198,95.1538,110.825,154.07,3.35296
-5.38011,0.84369,0.451838,2,3,0,5.69111,92.6586,110.789,154.142,3.05435
-7.66562,0.897957,0.451838,3,7,0,8.05681,98.3642,112.776,157.915,11.294
-9.1785,0.935953,0.451838,3,7,0,10.4695,89.7523,109.645,147.599,4.50347
-5.41334,1,0.451838,2,3,0,9.17865,90.8843,111.121,150.361,5.91596
-4.74743,0.952938,0.451838,3,7,0,6.28666,97.8344,109.018,158.248,4.14412
-5.12071,0.988702,0.451838,3,7,0,6.6799,91.7903,107.654,150.946,5.10824
-6.02193,0.968883,0.451838,3,7,0,6.78918,101.47,111.842,158.026,5.73385
-5.07978,0.981768,0.451838,3,7,0,6.36075,90.8038,108.215,151.775,5.05187
-8.30233,0.808623,0.451838,3,7,0,10.7582,85.3062,104.27,156.659,7.72344
-9.12808,0.992248,0.451838,3,7,0,10.5298,82.2555,108.031,153.363,8.3888
-9.15028,0.784789,0.451838,3,7,0,13.848,103.429,105.393,157.582,12.8237
-7.31972,0.999842,0.451838,3,7,0,9.52664,103.519,109.12,156.199,9.27632
-7.39643,0.961245,0.451838,3,7,0,9.36039,103.451,105.679,153.149,6.444
-5.44387,0.896864,0.451838,3,7,0,11.8049,95.1647,110.167,159.267,3.60397
-4.91049,1,0.451838,2,3,0,6.10359,96.0984,109.388,157.802,3.35161
-3.72679,0.888399,0.451838,2,3,0,6.7201,96.6463,112.106,156.533,4.57009
-3.9369,0.98489,0.451838,3,7,0,4.6316,92.9085,108.626,155.607,3.75043
-5.75689,0.802085,0.451838,3,7,0,6.1921,97.9597,114.935,156.08,7.66179
-7.01433,0.92732,0.451838,3,7,0,9.11462,97.3369,114.057,159.161,9.83039
-8.63399,0.887337,0.451838,2,7,0,11.0492,96.0991,113.862,162.926,12.0675
-7.08519,0.860104,0.451838,2,7,0,12.4052,94.2963,109.817,160.445,10.1424
-5.22418,0.984393,0.451838,3,7,0,8.04872,96.6458,112.81,155.87,7.72182
-4.77273,0.992234,0.451838,3,7,0,6.22181,94.0972,110.014,151.557,6.90628
-5.76802,0.98203,0.451838,2,7,0,6.18544,97.7625,110.241,148.581,6.18278
-5.44132,1,0.451838,3,7,0,6.45316,99.6512,108.46,151.632,6.8525
-3.33902,0.965953,0.451838,2,7,0,5.74737,94.8807,110.363,153.083,4.33874
-3.44477,0.998038,0.451838,3,7,0,3.60215,94.6529,109.494,156.81,3.97696
-3.60274,0.992371,0.451838,3,7,0,3.88155,95.8219,110.654,152.715,5.12955
-5.81967,0.828129,0.451838,2,3,0,6.70001,97.2807,111.412,149.139,4.7831
-6.32318,0.938032,0.451838,3,7,0,7.01055,93.5699,105.438,161.273,6.47215
-6.56093,0.972745,0.451838,3,7,0,8.2103,100.927,111.977,149.36,6.93953
-4.88481,0.898718,0.451838,3,7,0,9.23431,97.3705,114.058,157.753,5.45434
-5.92127,0.912349,0.451838,3,7,0,6.33884,92.048,105.462,151.129,4.94799
-5.0605,0.991698,0.451838,2,7,0,6.39589,93.7368,107.104,153.182,7.32465
-6.52306,0.901121,0.451838,3,7,0,8.2858,96.65,116.938,150.657,6.81472
-8.26705,0.733987,0.451838,2,3,0,10.3272,94.5822,118.305,150.352,5.21589
-5.11141,1,0.451838,3,7,0,9.44072,92.9247,113.042,158.051,6.94425
-5.34727,0.98105,0.451838,3,7,0,7.20118,92.7917,108.013,152.375,3.51927
-8.83392,0.600242,0.451838,3,7,0,10.1177,99.8092,115.845,161.183,12.2016
-8.92393,0.984897,0.451838,3,15,0,11.3931,98.048,120.951,155.283,11.5411
-5.9506,0.986761,0.451838,3,7,0,9.91591,92.8823,105.028,154.458,3.96162
-7.84937,0.797193,0.451838,3,7,0,10.3878,101.807,114.371,156.297,10.7495
-4.7893,0.924938,0.451838,3,7,0,8.74515,93.9343,110.458,152.183,7.10097
-4.71409,0.95845,0.451838,3,7,0,8.04576,97.0285,109.114,156.491,7.10014
-5.07867,0.995068,0.451838,3,7,0,5.51894,98.8294,109.661,159.161,6.05716
-3.68492,0.975536,0.451838,3,7,0,5.34396,92.6834,110.179,153.557,4.21374
-4.15926,0.98992,0.451838,3,7,0,4.46624,98.4385,109.89,156.859,4.51518
-4.10305,0.989313,0.451838,3,7,0,5.09788,93.3801,109.868,152.023,5.71307
-4.88645,0.948149,0.451838,2,3,0,5.49361,96.6232,111.864,150.219,5.7578
-4.76982,0.943627,0.451838,3,7,0,6.00301,90.9893,109.659,156.165,6.57313
-3.94674,0.949235,0.451838,2,7,0,6.06643,97.9085,111.822,153.879,4.91822
-4.34458,0.924675,0.451838,3,7,0,6.09889,92.0665,108.102,152.887,4.41927
-3.74936,0.887047,0.451838,2,3,0,5.85942,95.0165,107.559,154.192,5.43478
-3.24153,0.988106,0.451838,3,7,0,4.11904,95.6198,111.227,154.84,4.03857
-3.93637,0.75427,0.451838,3,7,0,6.06603,91.9597,111.016,155.512,5.38371
-4.37957,0.879509,0.451838,3,7,0,7.27608,97.8578,107.583,155.982,6.03408
-3.47796,0.994472,0.451838,2,7,0,4.47147,92.7499,110.133,154.258,4.51516
-3.47796,0.709243,0.451838,1,3,0,7.558,92.7499,110.133,154.258,4.51516
-6.16568,0.759493,0.451838,2,3,0,6.80694,89.8249,107.925,153.988,3.98344
-7.19114,1,0.451838,3,7,0,7.74396,103.327,114.275,156.896,7.69092
-5.77675,0.951599,0.451838,3,7,0,9.3778,91.8978,106.045,158.749,7.25292
-7.4694,0.930492,0.451838,3,7,0,8.46131,96.7468,111.348,152.139,2.81958
-4.74368,1,0.451838,3,7,0,7.05223,92.5508,108.376,158.718,6.1101
-7.15809,0.914208,0.451838,2,3,0,7.65088,93.0385,110.327,164.147,7.56098
-8.20534,0.931169,0.451838,3,7,0,9.07325,94.7945,109.792,145.002,5.67422
-7.8176,0.99872,0.451838,3,7,0,8.93101,95.281,110.504,164.745,5.86884
-7.21911,1,0.451838,3,7,0,9.97336,97.7279,107.704,163.819,6.89347
-7.47031,0.978209,0.451838,3,7,0,9.20178,91.652,113.704,149.253,4.43287
-5.31099,0.886935,0.451838,3,7,0,10.3533,96.3488,114.346,150.808,5.94482
-5.53016,0.981322,0.451838,3,7,0,7.36632,95.0241,105.136,151.578,6.97873
-9.31242,0.903346,0.451838,3,7,0,9.95711,95.5358,96.5599,156.418,8.99644
-6.35039,0.991566,0.451838,3,7,0,11.1708,98.9464,103.242,156.499,6.33805
-5.96593,0.976178,0.451838,3,7,0,9.52183,90.3803,106.362,154.866,4.2409
-7.64795,0.760418,0.451838,3,7,0,8.16592,103.484,115.098,158.152,8.19437
-8.47055,0.928759,0.451838,3,15,0,10.5638,90.1361,111.749,165.442,9.36777
-8.04509,0.991299,0.451838,2,3,0,8.72884,90.115,111.054,163.93,9.69984
-6.81185,1,0.451838,3,7,0,9.31741,95.2096,114.734,161.529,8.39538
-5.9444,1,0.451838,3,7,0,8.70614,96.4444,103.563,152.943,5.21126
-5.42203,0.979279,0.451838,3,7,0,7.58099,93.0479,113.288,158.794,7.1998
-3.92141,0.987489,0.451838,3,7,0,5.95594,95.7304,109.131,157.916,5.48509
-4.68838,0.974444,0.451838,3,7,0,5.23836,99.9282,110.969,154.257,5.49612
-6.16061,0.952303,0.451838,3,7,0,7.10374,94.6099,116.511,151.016,6.74895
-7.2107,0.833055,0.451838,2,3,0,8.50296,97.2367,116.182,149.641,5.22734
-7.61114,0.892953,0.451838,3,7,0,10.0873,89.5438,103.527,160.196,8.43145
-7.92904,0.961135,0.451838,3,7,0,9.67444,90.1591,102.325,157.431,9.99875
-3.80761,1,0.451838,2,7,0,8.63829,96.1024,110.766,157.934,4.52878
-3.94142,0.82374,0.451838,3,7,0,7.21421,93.8682,108.395,152.401,4.22839
-4.03608,0.884745,0.451838,3,7,0,6.1754,96.9243,112.979,156.265,4.67536
-3.7924,0.998892,0.451838,3,7,0,5.05265,93.4478,107.698,153.785,4.31729
-4.99713,0.747413,0.451838,3,7,0,9.42653,93.5731,108.677,158.542,3.73369
-5.12669,0.965985,0.451838,3,7,0,7.68492,97.4795,111.608,152.145,7.332
-6.00087,0.976914,0.451838,3,7,0,6.90212,90.8392,106.011,152.186,4.62153
-7.39008,0.871197,0.451838,3,7,0,9.37013,100.305,117.003,155.186,9.3786
-3.72121,0.991331,0.451838,3,7,0,8.04978,96.0171,108.364,152.964,5.20726
-4.90793,0.86926,0.451838,2,3,0,5.52799,98.5426,108.566,151.821,4.43936
-5.03054,1,0.451838,3,7,0,5.83169,92.1823,111.705,159.433,6.00266
-4.44027,1,0.451838,2,3,0,5.25959,94.8606,111.791,158.746,5.94668
-5.28057,0.963174,0.451838,3,7,0,6.01665,99.4894,106.194,154.179,5.05496
-4.1621,1,0.451838,2,3,0,5.59034,97.5214,106.947,155.09,4.66157
-3.80438,0.787765,0.451838,3,7,0,7.52341,92.4926,111.662,154.651,4.25806
-4.05247,0.949757,0.451838,3,7,0,5.00072,94.347,108.308,158.005,5.46639
-4.46312,0.857717,0.451838,3,7,0,7.40344,98.373,113.003,155.277,4.66586
-3.91399,0.99584,0.451838,3,7,0,5.15646,95.7043,106.9,154.026,5.23699
-3.16003,0.976652,0.451838,2,7,0,5.44152,95.8127,109.603,154.39,4.10389
-4.54356,0.756131,0.451838,3,7,0,6.54253,98.0658,109.42,154.507,3.56101
-4.88036,0.770757,0.451838,3,7,0,7.40102,94.7795,104.831,154.768,4.82132
-3.73039,0.979125,0.451838,2,3,0,5.49731,95.159,109.274,157.276,5.50502
-5.01989,0.934061,0.451838,2,3,0,5.55784,92.1146,109.419,151.395,4.09054
-5.01989,0.114993,0.451838,1,1,0,8.53922,92.1146,109.419,151.395,4.09054
-3.57325,0.995613,0.451838,3,7,0,5.5437,95.6359,111.197,156.109,3.70511
-6.52186,0.812351,0.451838,3,7,0,7.80175,91.5871,109.439,158.711,9.26494
-7.12806,0.99935,0.451838,3,7,0,7.48792,89.8191,107.607,158.579,9.73622
-5.05499,0.997084,0.451838,3,7,0,7.94192,95.4302,114.428,158.603,5.7062
-5.84982,0.886512,0.451838,3,7,0,7.70292,100.267,108.384,158.847,7.14843
-5.56286,0.900929,0.451838,2,7,0,8.0756,92.5594,109.613,156.094,8.32293
-4.61523,0.974173,0.451838,3,7,0,6.99822,96.969,110.39,154.845,3.15826
-6.46518,0.688361,0.451838,3,7,0,7.15773,90.6652,108.898,158.724,8.89286
-8.71273,0.968674,0.451838,3,7,0,9.17029,91.9676,106.724,161.919,12.3717
-5.54926,0.986945,0.451838,3,7,0,9.82815,95.7401,109.125,161.453,6.12174
-3.88338,0.990538,0.451838,2,7,0,5.76754,95.4819,112.816,155.623,5.57478
-3.64994,0.972132,0.451838,2,7,0,4.58077,94.6989,112.635,153.853,4.60451
-3.77091,0.665277,0.451838,3,7,0,9.04262,95.3259,107.047,156.014,4.67311
-3.71008,0.996609,0.451838,3,7,0,4.37328,94.9142,112.838,154.106,4.41969
-7.6676,0.729744,0.451838,3,7,0,8.87415,89.9456,118.303,155.023,9.16226
-7.0402,0.999173,0.451838,2,3,0,7.84321,89.7669,116.519,156.157,8.60427
-7.38095,0.856097,0.451838,3,15,0,11.7535,90.4245,101.886,155.122,6.08222
-5.12128,0.776748,0.451838,3,15,0,11.9179,91.8715,110.348,158.213,3.91229
-6.61027,0.928557,0.451838,3,7,0,7.24603,92.517,107.823,148.73,8.56798
-6.95022,0.920427,0.451838,3,7,0,8.41385,96.751,111.639,161.075,4.05427
-3.59277,1,0.451838,2,3,0,7.41418,96.7647,109.848,157.084,4.73483
-4.03878,0.937779,0.451838,3,7,0,4.94816,92.1076,110.196,152.841,5.27057
-3.65904,0.959356,0.451838,2,7,0,5.6695,94.7898,107.74,153.253,4.74324
-3.53211,0.952089,0.451838,3,7,0,4.96143,95.3233,111.781,156.766,4.36897
-4.16013,0.902135,0.451838,3,7,0,5.19587,93.9395,106.254,155.695,4.79621
-4.35562,0.767796,0.451838,2,3,0,7.84148,96.9612,106.798,154.505,6.02225
-3.65231,0.991156,0.451838,3,7,0,5.23309,93.1417,111.907,155.863,4.38844
-3.97584,0.948569,0.451838,3,7,0,5.32544,96.5295,108.404,154.678,3.5538
-4.61346,0.961434,0.451838,2,3,0,5.7117,92.2481,110.409,156.014,3.45852
-4.27258,0.979138,0.451838,3,7,0,6.35769,98.6531,108.802,153.217,5.27523
-4.70175,0.959542,0.451838,3,7,0,5.22658,91.1811,108.326,157.77,5.31189
-3.9482,0.96137,0.451838,3,7,0,7.09288,92.6255,107.95,153.508,4.57369
-3.56001,0.996103,0.451838,3,7,0,4.48956,94.356,108.918,153.017,4.09482
-3.94272,0.879345,0.451838,3,7,0,5.5761,94.4171,111.359,157.265,5.79619
-3.56757,0.969076,0.451838,3,7,0,4.81082,93.2508,109.161,155.673,3.88166
-4.00662,0.956617,0.451838,3,7,0,4.41203,97.5598,107.857,154.739,5.54256
-5.31701,0.90147,0.451838,3,7,0,7.00084,93.8381,114.817,157.498,6.87726
-5.88453,0.948327,0.451838,3,7,0,7.56424,93.7637,107.729,158.37,8.46403
-8.57937,0.86377,0.451838,2,5,0,9.953,94.0327,100.977,162.846,8.9865
-7.41846,0.962126,0.451838,3,15,0,10.2625,94.637,103.88,147.288,7.62153
-6.91141,0.954165,0.451838,3,7,0,9.22454,101.815,107.031,160.033,7.39365
-7.81603,0.93316,0.451838,2,7,0,8.42391,99.6363,108.124,162.034,10.379
-4.33973,0.911815,0.451838,3,7,0,9.33722,92.2065,110.955,152.587,4.13357
-5.30803,0.87116,0.451838,2,7,0,8.14047,90.47,113.66,153.073,5.68089
-4.14849,0.986166,0.451838,3,7,0,6.52768,95.185,106.357,156.028,5.43716
-3.21471,0.947131,0.451838,2,7,0,6.78951,94.3427,110.548,156.225,4.36536
-4.62063,0.822889,0.451838,3,7,0,5.63176,98.8833,108.01,152.713,5.11699
-6.21997,0.892332,0.451838,3,7,0,8.01816,97.2849,112.445,156.421,9.20553
-4.55534,1,0.451838,2,3,0,6.41847,94.7904,113.11,154.933,6.7277
-9.97973,0.779359,0.451838,3,7,0,10.6233,82.3307,102.283,156.133,10.0094
-6.35669,0.995822,0.451838,3,7,0,11.5306,89.1428,113.586,154.959,8.1588
-7.90886,0.954747,0.451838,3,7,0,8.90021,90.6806,118.268,155.831,5.38784
-5.75977,1,0.451838,3,7,0,8.79923,95.3052,103.242,153.82,6.34457
-6.17196,0.979975,0.451838,2,7,0,6.46405,94.506,102.883,152.528,6.77562
-4.575,0.964466,0.451838,3,7,0,7.17141,95.6161,113.815,157.939,5.20438
-7.24031,0.721342,0.451838,3,15,0,10.7817,95.9037,104.711,161.468,9.11288
-6.32122,0.967515,0.451838,3,7,0,8.99471,91.1624,112.725,151.16,4.12277
-6.32122,0.0970676,0.451838,1,1,0,9.82033,91.1624,112.725,151.16,4.12277
-5.80929,1,0.451838,3,7,0,7.15887,98.7102,106.267,155.071,8.01302
-4.60499,0.979348,0.451838,2,7,0,6.14908,98.8606,108.405,152.935,5.90884
-4.20887,0.965213,0.451838,3,7,0,6.7306,91.9094,111.69,156.869,4.5928
-5.03616,0.849846,0.451838,3,7,0,6.65706,96.3033,113.703,157.586,4.07915
-8.03268,0.923946,0.451838,3,7,0,8.7841,97.1835,107.49,159.979,11.7424
-7.55337,0.985113,0.451838,3,7,0,9.18389,95.5246,101.452,160.178,6.92867
-5.64515,0.950738,0.451838,2,7,0,8.73183,92.2005,107.572,157.31,8.02202
-7.15471,0.969317,0.451838,3,7,0,7.94151,87.7813,106.225,157.775,5.52607
-8.17613,0.955243,0.451838,3,7,0,11.233,102.121,101.217,155.997,8.15559
-5.63739,0.95645,0.451838,2,7,0,8.27678,96.5237,105.07,153.402,7.59816
-5.71657,0.986692,0.451838,3,7,0,7.22586,100.595,112.861,157.907,5.81355
-6.26519,0.979337,0.451838,3,7,0,7.94291,92.5284,102.991,152.799,6.21055
-6.49979,0.937128,0.451838,3,7,0,9.47663,95.5229,115.905,160.168,7.74306
-5.73596,0.97469,0.451838,3,7,0,9.50038,92.5043,105.036,151.088,6.38037
-7.29288,0.936383,0.451838,3,7,0,8.5072,99.9022,114.919,148.312,8.00684
-9.37551,0.969256,0.451838,3,7,0,11.5359,103.592,117.843,147.673,8.46211
-8.31651,0.991189,0.451838,3,7,0,10.6276,97.6807,114.056,149.308,11.9364
-6.45026,0.999954,0.451838,3,7,0,8.98469,95.6302,106.862,157.524,3.17894
-4.27563,1,0.451838,2,3,0,7.27844,94.8911,112.076,151.395,5.43399
-5.29609,0.98166,0.451838,2,3,0,5.50752,92.8295,112.582,151.062,7.06975
-4.06692,0.980631,0.451838,3,7,0,6.11481,92.6755,111.631,152.505,4.70391
-5.03364,0.942646,0.451838,3,7,0,5.77151,89.4614,109.333,154.586,5.36127
-5.97218,0.929663,0.451838,2,3,0,6.50365,89.1253,108.735,152.773,4.64484
-9.00109,0.687539,0.451838,3,7,0,10.4828,96.7291,114.603,158.895,13.6134
-7.23878,0.942812,0.451838,3,7,0,11.1233,94.475,101.999,159.883,6.55741
-4.33773,1,0.451838,3,7,0,7.80972,91.2368,110.992,153.688,5.64849
-3.97581,0.998508,0.451838,3,7,0,4.83239,95.8813,109.141,158.286,4.45122
-4.5313,0.965425,0.451838,3,7,0,5.24085,92.394,107.968,158.333,5.23476
-3.96951,0.999374,0.451838,3,7,0,5.10824,95.524,106.569,155.818,4.66284
-3.8007,0.940995,0.451838,3,7,0,5.36547,96.4367,112.673,154.625,4.23946
-4.8451,0.909809,0.451838,2,3,0,5.24377,96.5125,112.695,152.439,3.79272
-5.46281,0.703615,0.451838,3,7,0,8.05792,88.9828,108.604,153.54,5.95978
-5.07996,0.985592,0.451838,3,7,0,7.31117,99.8855,111.5,157.394,6.15926
-5.63889,0.963595,0.451838,3,7,0,6.79439,88.8404,109.737,155.245,4.79765
-5.22479,0.972084,0.451838,2,3,0,6.73464,89.595,108.414,153.202,5.88624
-3.99257,0.973165,0.451838,3,7,0,5.56176,95.8771,110.794,155.305,6.29705
-4.09066,0.993549,0.451838,3,7,0,4.73778,97.7135,109.423,157.423,4.37179
-4.20878,0.997132,0.451838,3,7,0,4.96079,92.2949,110.102,151.97,5.16155
-4.78169,0.94614,0.451838,3,7,0,5.4956,95.251,111.637,153.52,7.29705
-5.11051,0.925757,0.451838,2,3,0,7.56512,95.0354,107.211,152.97,3.41007
-5.11051,0.00520804,0.451838,2,3,0,12.5508,95.0354,107.211,152.97,3.41007
-3.75847,1,0.451838,2,3,0,5.64822,97.3875,111.282,156.12,5.25124
-8.35561,0.785533,0.451838,3,7,0,8.83807,96.7122,112.473,144.426,10.0603
-9.22648,0.999769,0.451838,2,7,0,9.96624,98.7563,112.35,142.493,10.4448
-6.58104,0.998901,0.451838,3,7,0,9.74382,91.4195,112.468,148.562,7.99362
-8.66464,0.962805,0.451838,3,7,0,10.8315,96.2085,101.032,146.773,8.98013
-5.10432,0.872991,0.451838,3,7,0,11.1906,95.6024,112.738,159.839,4.88556
-4.15379,1,0.451838,3,7,0,6.02971,93.4817,111.733,157.98,4.37398
-6.22191,0.778476,0.451838,2,7,0,6.87031,94.7044,105.554,148.683,6.34937
-3.98571,0.988373,0.451838,2,7,0,6.58461,93.3892,108.391,152.214,5.00737
-8.90077,0.667886,0.451838,3,7,0,9.43041,103.338,119.357,155.188,10.3603
-5.14537,0.900021,0.451838,3,7,0,11.1493,91.1754,109.597,155.418,7.37701
-5.0481,0.979263,0.451838,3,7,0,6.77532,97.4636,106.517,151.916,6.45088
-6.26359,0.905186,0.451838,2,7,0,7.97082,101.411,111.359,150.603,6.25614
-4.92902,0.97683,0.451838,3,7,0,7.43721,93.6688,107.454,158.649,4.16771
-6.27472,0.771182,0.451838,3,7,0,8.47898,91.4792,110.276,156.628,9.17323
-5.90162,0.981892,0.451838,3,7,0,7.82774,92.7951,107.821,148.543,6.22837
-5.40993,1,0.451838,3,7,0,7.1468,94.7424,115.336,153.531,7.11175
-5.16661,0.973851,0.451838,3,7,0,6.97076,98.4234,107.603,158.886,4.93585
-4.577,1,0.451838,3,7,0,5.20602,97.5083,108.274,158.652,4.83792
-4.33116,0.830842,0.451838,3,7,0,8.27704,94.8211,109.786,150.69,4.82249
-4.92883,0.931939,0.451838,3,7,0,6.19555,93.5143,110.283,160.147,5.88162
-5.78012,0.965861,0.451838,2,7,0,6.49709,91.864,109.366,160.769,6.95661
-6.02218,0.997207,0.451838,3,7,0,7.6113,92.4783,114.713,149.87,6.08504
-3.90646,1,0.451838,3,7,0,6.26375,97.8028,108.837,155.203,5.54422
-3.43615,0.971171,0.451838,2,7,0,4.51063,95.7085,108.039,155.883,4.44245
-3.96334,0.96758,0.451838,2,7,0,4.32492,97.3701,110.49,157.218,5.50523
-3.76715,0.989827,0.451838,3,7,0,4.38177,92.0603,109.318,154.978,5.03597
-3.58967,0.994541,0.451838,2,7,0,3.94243,93.1572,109.096,154.303,5.28059
-6.47699,0.880431,0.451838,2,7,0,6.97441,88.8953,105.01,156.835,6.34268
-6.52034,0.946168,0.451838,2,3,0,7.51074,90.011,103.887,156.818,6.05615
-5.83003,0.725556,0.451838,2,5,0,10.1972,96.9197,111.175,154.037,8.80585
-4.91772,0.987575,0.451838,3,7,0,7.20452,92.1247,108.465,152.537,3.81142
-4.45961,1,0.451838,3,7,0,5.6346,94.5162,112.128,155.109,6.82299
-4.12298,0.968369,0.451838,3,7,0,6.50462,95.2936,113.643,156.29,5.30986
-4.70326,0.897891,0.451838,3,7,0,7.21331,94.2924,107.555,155.705,7.05843
-3.70971,0.958522,0.451838,3,7,0,5.92071,96.9081,110.585,152.799,4.3973
-3.94973,0.929304,0.451838,2,3,0,5.73676,92.9384,108.837,156.823,3.98709
-6.80866,0.672854,0.451838,3,7,0,8.5323,97.2431,112.201,149.946,9.56072
-5.52149,0.998466,0.451838,3,7,0,7.88648,90.4456,113.397,153.349,4.64906
-5.47147,0.998058,0.451838,3,7,0,6.47601,99.4448,106.487,158.024,6.14065
-3.92876,0.998418,0.451838,2,7,0,5.82996,97.4331,108.312,153.517,5.35747
-7.6546,0.771933,0.451838,3,7,0,9.9252,91.3501,109.42,159.781,10.9791
-5.42363,0.991321,0.451838,3,7,0,9.49955,92.8021,104.486,157.072,5.6189
-4.82348,0.926237,0.451838,3,7,0,7.8836,93.1705,113.979,155.018,6.62663
-8.04952,0.882613,0.451838,2,7,0,9.5809,99.0519,117.274,156.036,11.0784
-8.59552,0.98267,0.451838,2,7,0,9.58198,100.853,119.147,157.458,10.8026
-5.85093,0.971958,0.451838,3,7,0,10.1604,92.9001,116.317,152.46,6.24974
-5.69237,1,0.451838,3,7,0,7.62158,95.9831,106.068,160.455,6.17087
-5.52305,0.996975,0.451838,3,7,0,6.8205,94.6809,114.786,151.984,4.38778
-6.08975,0.989583,0.451838,3,7,0,7.35215,95.6293,103.581,158.605,5.75196
-4.49224,0.973264,0.451838,3,7,0,7.30613,96.8241,112.315,154.404,6.676
-3.62486,0.998687,0.451838,3,7,0,4.77073,95.6475,110.408,156.983,5.42424
-3.33951,0.995592,0.451838,2,3,0,3.88278,95.3416,111.883,155.528,4.62145
-4.41976,0.76356,0.451838,2,3,0,8.39442,93.3213,110.549,158.616,5.97426
-3.77485,0.994542,0.451838,3,7,0,5.21689,95.1118,107.781,152.913,4.36793
-4.56929,0.826988,0.451838,3,7,0,7.14394,94.6107,112.434,158.504,6.15309
-3.42043,0.966852,0.451838,3,7,0,5.47919,94.3383,107.919,154.82,4.62185
-4.11475,0.935128,0.451838,3,7,0,4.75494,97.0027,111.458,152.422,5.66008
-3.62775,0.954841,0.451838,2,7,0,5.7865,95.4383,108.553,154.359,5.59585
-4.34703,0.939323,0.451838,3,7,0,5.6997,98.0175,111.034,151.927,5.05401
-4.26293,0.909233,0.451838,3,7,0,6.33575,94.8528,108.078,157.142,6.28898
-3.92841,0.940937,0.451838,3,7,0,6.39576,92.7164,107.727,156.099,4.50887
-4.497,0.963393,0.451838,2,3,0,4.71685,93.3562,106.587,156.421,4.15179
-4.33628,1,0.451838,3,7,0,5.40059,93.5599,106.037,154.274,4.79792
-8.0088,0.85098,0.451838,3,7,0,8.51995,99.6935,107.706,158.925,11.5826
-6.58745,0.964152,0.451838,2,7,0,10.6282,98.4425,106.56,155.113,9.4839
-6.48538,0.968277,0.451838,3,7,0,8.37938,100.672,106.661,157.273,4.60273
-5.86225,1,0.451838,3,7,0,7.24682,91.7133,113.264,150.203,7.16753
-6.23045,0.958496,0.451838,3,7,0,8.60893,89.0936,109.77,159.944,6.2869
-5.38536,0.993196,0.451838,3,7,0,7.47388,94.836,110.528,161.237,5.52261
-8.53117,0.849128,0.451838,3,7,0,10.6141,95.6262,109.744,145.621,11.5832
-7.58244,0.985925,0.451838,3,7,0,9.68609,94.4427,111.096,145.506,9.06706
-4.77131,0.940964,0.451838,2,7,0,8.90002,95.5512,109.926,149.844,5.19621
-7.6364,0.715785,0.451838,4,15,0,12.7518,95.534,105.402,161.343,4.50006
-5.15839,1,0.451838,3,7,0,9.41545,91.2261,105.572,154.851,5.57582
-4.80897,0.975919,0.451838,3,7,0,6.21519,97.9168,113.854,155.676,4.46242
-4.87195,0.994589,0.451838,3,7,0,6.18321,91.8108,105.856,154.116,5.26934
-4.17063,1,0.451838,3,7,0,5.47161,96.794,106.411,154.693,5.02817
-4.98714,0.98603,0.451838,3,7,0,5.83046,94.1832,106.793,152.955,7.11854
-4.69474,0.97198,0.451838,2,7,0,5.62207,93.286,105.718,153.107,5.44885
-5.69369,0.80122,0.451838,3,7,0,9.18393,98.3498,106.07,153.752,4.02122
-3.4835,1,0.451838,2,3,0,5.5738,95.7329,109.237,156.44,5.25577
-5.26963,0.859321,0.451838,2,3,0,5.69629,98.3307,109.743,157.653,3.67788
-5.07584,0.613382,0.451838,2,3,0,9.37226,92.8025,112.002,153.675,3.35014
-3.41061,0.952565,0.451838,2,3,0,6.03218,95.612,109.591,152.956,4.33193
-3.66058,0.740412,0.451838,2,7,0,5.95919,96.939,111.169,156.263,5.25441
-4.66887,0.967783,0.451838,3,7,0,5.51134,93.5028,108.484,153.521,3.30468
