# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = IQStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = IQStan.data.json
# init = 2 (Default)
# random
#   seed = 3026686953 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,sigma
# Adaptation terminated
# Step size = 0.451838
# Diagonal elements of inverse mass matrix:
# 0.00416806, 0.00317954, 0.00302106, 0.147874
-5.29342,0.992959,0.451838,3,7,0,5.60407,97.7927,112.759,157.584,7.37705
-6.449,0.947267,0.451838,2,7,0,7.20368,99.6656,114.115,159.288,7.97468
-7.95071,0.932536,0.451838,2,7,0,9.07519,100.844,115.307,160.915,9.98262
-5.71772,0.941038,0.451838,2,7,0,10.5106,90.4074,105.831,155.983,7.07475
-6.83616,0.903114,0.451838,2,7,0,8.11644,90.684,102.877,156.337,5.82599
-4.69364,0.75419,0.451838,3,7,0,10.9443,99.2815,111.539,153.024,4.79682
-4.59833,0.979682,0.451838,3,7,0,5.84419,95.1108,111.521,156.614,7.02317
-3.55567,0.98251,0.451838,3,7,0,5.32295,96.4463,109.021,155.45,3.74968
-3.49947,0.912059,0.451838,2,3,0,6.67005,93.4019,111.606,154.523,4.92909
-5.71577,0.818732,0.451838,3,7,0,6.75013,88.409,108.431,155.147,6.18821
-6.35223,0.950864,0.451838,2,7,0,7.36556,88.9089,108.354,159.427,5.68447
-3.33554,0.999619,0.451838,2,3,0,6.25241,95.4901,110.31,154.345,5.23002
-5.88742,0.824446,0.451838,2,3,0,6.4221,101.073,108.294,158.471,5.94879
-5.75991,0.868596,0.451838,3,7,0,9.25761,97.5289,110.293,160.811,7.26296
-4.11045,0.9305,0.451838,3,7,0,7.86401,94.3144,107.359,152.236,4.92893
-4.22493,0.984684,0.451838,3,7,0,4.79493,96.7538,110.806,158.686,4.91139
-6.74397,0.748242,0.451838,3,7,0,7.91132,92.3509,113.187,148.161,8.23747
-5.34686,1,0.451838,3,7,0,7.66271,97.2405,105.448,157.103,4.43709
-4.39419,0.909901,0.451838,3,7,0,7.05761,92.2027,112.702,153.423,4.42718
-4.88259,0.980687,0.451838,3,7,0,5.75913,98.371,106.825,157.768,5.55108
-4.49928,1,0.451838,3,7,0,5.48359,94.0789,106.157,156.416,5.99332
-5.04394,0.399094,0.451838,2,3,0,11.4065,97.0048,110.056,158.12,3.5369
-5.09534,0.567107,0.451838,2,7,0,7.97151,91.1331,111.014,151.189,6.22983
-6.78477,0.934885,0.451838,2,7,0,7.74471,90.3417,104.485,150.213,7.01828
-10.1981,0.922735,0.451838,3,7,0,12.6856,95.898,115.301,160.356,3.55542
-8.31497,1,0.451838,3,7,0,13.2864,95.9017,105.104,160.034,11.9597
-3.90587,0.926735,0.451838,3,7,0,10.0099,97.8652,111.298,155.703,4.19915
-4.08073,0.998887,0.451838,3,7,0,4.2608,91.4198,109.037,154.313,5.09774
-3.89059,0.877763,0.451838,2,7,0,6.27634,94.9226,107.154,155.703,5.52766
-3.95943,0.999261,0.451838,2,3,0,4.022,94.9868,107.399,155.779,5.80183
-5.27573,0.963306,0.451838,3,7,0,5.76554,92.9414,113.736,154.889,3.68249
-3.46284,1,0.451838,2,3,0,5.2911,93.5686,111.862,155.236,4.58866
-6.37384,0.7509,0.451838,3,7,0,7.69479,98.4357,103.602,157.736,5.63395
-6.2659,0.993304,0.451838,3,7,0,8.01607,96.6523,116.916,151.671,6.07746
-3.47361,0.90412,0.451838,2,3,0,7.72661,96.7946,109.104,154.252,5.03816
-3.88873,0.974474,0.451838,3,7,0,4.29005,95.3851,110.007,158.391,4.62549
-4.48991,0.983108,0.451838,3,7,0,4.68492,94.1254,108.651,151.209,4.20444
-4.52815,0.968192,0.451838,3,7,0,6.52076,95.6094,111.286,158.466,3.87968
-4.03217,0.911222,0.451838,3,7,0,6.34764,96.7822,112.967,154.792,4.21974
-4.73065,0.930497,0.451838,3,7,0,5.73037,97.2219,110.28,158.569,6.5554
-4.23847,0.973149,0.451838,3,7,0,6.72264,93.727,106.364,153.895,4.56173
-4.36745,0.993939,0.451838,3,7,0,5.00712,93.3164,112.532,157.759,5.78588
-6.04631,0.970368,0.451838,2,7,0,6.65014,92.1812,116.61,154.346,7.08145
-6.97121,0.925013,0.451838,3,7,0,10.7278,101.376,106.606,154.696,9.32629
-4.89491,0.996536,0.451838,3,7,0,8.64561,95.3492,111.477,160.109,4.99596
-3.79633,0.909766,0.451838,3,7,0,6.46352,93.3849,107.803,153.414,4.5443
-3.48097,0.888923,0.451838,2,7,0,6.61805,95.5987,111.658,155.463,3.84484
-3.68941,0.9472,0.451838,3,7,0,4.19947,94.9404,108.3,154.775,5.68019
-3.6377,0.973938,0.451838,3,7,0,4.56934,94.1464,112.185,156.245,4.20336
-5.87401,0.893112,0.451838,2,7,0,6.18885,93.4033,112.928,151.474,8.2855
-6.3049,0.957309,0.451838,2,3,0,7.65368,94.308,113.423,148.365,7.55465
-11.5046,0.936452,0.451838,3,15,0,11.9164,83.689,116.021,142.449,14.4107
-9.1566,0.995083,0.451838,3,7,0,12.2023,85.6113,109.016,145.998,9.99156
-6.24994,0.908066,0.451838,2,7,0,10.2711,92.5599,109.543,149.166,8.27549
-7.09102,0.979038,0.451838,2,3,0,7.48497,93.0192,108.774,149.177,9.89505
-9.3605,0.80879,0.451838,2,7,0,13.7153,94.7026,105.233,146.31,13.23
-7.53234,0.9443,0.451838,2,7,0,9.72155,93.2519,108.307,147.884,10.254
-4.91212,0.965437,0.451838,3,7,0,10.3917,95.8646,113.514,158.824,6.09437
-7.10512,0.887114,0.451838,3,7,0,7.87176,102.32,110.767,149.136,7.32699
-6.36723,0.980182,0.451838,3,7,0,8.87029,96.3199,105.885,149.79,8.27716
-5.3868,0.977255,0.451838,3,7,0,7.89243,96.3333,112.192,149.673,4.78805
-3.44222,1,0.451838,3,7,0,5.48752,97.1402,110.213,155.091,4.94089
-4.54647,0.925918,0.451838,2,3,0,4.82101,94.5213,105.832,157.189,5.20968
-4.85069,0.980006,0.451838,3,7,0,5.71923,96.1492,113.464,158.543,6.14044
-8.67554,0.800087,0.451838,3,7,0,9.9414,92.2473,112.635,143.528,9.67923
-12.7913,0.873466,0.451838,3,7,0,13.5718,87.5812,117.137,140.365,7.91087
-9.72505,1,0.451838,3,7,0,14.0636,85.8949,117.49,152.185,13.058
-6.11479,0.991438,0.451838,3,7,0,10.2231,88.4339,113.296,153.528,6.60406
-5.53842,0.986432,0.451838,3,7,0,8.23334,101.444,108.647,155.145,5.64233
-6.47298,0.918232,0.451838,3,7,0,7.41204,99.1614,107.717,153.42,9.26823
-6.4221,0.941299,0.451838,2,7,0,7.3183,102.547,107.328,153.441,6.77532
-6.0418,0.881167,0.451838,2,7,0,7.78474,96.6512,108.764,153.873,9.11855
-7.41355,0.930137,0.451838,2,7,0,9.32722,101.808,114.23,150.013,8.84484
-5.27092,0.999555,0.451838,3,7,0,8.0217,91.7356,107.305,156.891,3.90336
-5.54829,0.99099,0.451838,3,7,0,7.15195,99.4622,113.972,152.517,6.57169
-6.62406,0.976351,0.451838,3,7,0,7.2401,101.09,111.636,149.418,6.12844
-5.36584,0.959062,0.451838,3,7,0,8.4063,91.6892,107.798,158.641,7.01811
-4.43828,0.97921,0.451838,3,7,0,7.58173,97.9475,110.229,151.722,5.69594
-4.98543,0.927997,0.451838,3,7,0,5.90276,95.9092,110.437,150.089,4.39106
-6.34544,0.77899,0.451838,3,7,0,9.15613,91.7615,107.208,160.43,8.07816
-6.15383,0.969129,0.451838,3,7,0,9.7595,96.169,116.108,153.365,8.11604
-5.07448,0.904005,0.451838,2,5,0,8.33516,95.3727,112.003,154.12,7.72622
-8.47162,0.977426,0.451838,2,7,0,9.10202,105.071,115.53,153.686,9.97313
-10.64,0.978427,0.451838,4,15,0,13.2507,98.6493,99.6081,143.159,12.5915
-8.38263,0.99407,0.451838,3,15,0,11.8782,90.3168,106.373,144.957,8.56221
-6.67563,1,0.451838,3,7,0,9.02059,96.2456,104.279,149.889,8.22988
-7.38469,0.999383,0.451838,2,3,0,7.51353,97.6263,104.349,148.552,9.06186
-5.88884,0.957312,0.451838,2,7,0,8.18161,95.6948,109.455,150.073,8.25511
-8.44244,0.968395,0.451838,3,7,0,9.21386,90.2978,104.779,150.928,11.816
-6.96213,0.99467,0.451838,3,7,0,9.50228,91.4634,104.998,150.455,8.95506
-3.6552,0.973522,0.451838,3,7,0,8.0242,96.9174,111.659,153.684,4.39297
-4.29394,0.968603,0.451838,2,3,0,4.35714,97.1996,112.757,152.999,4.3918
-4.04829,0.546314,0.451838,3,7,0,8.32413,97.5127,110.904,152.684,4.26678
-4.26567,0.916703,0.451838,3,7,0,5.21358,92.5746,109.063,158.271,4.89056
-4.59364,0.96575,0.451838,3,7,0,5.84338,97.8889,109.47,151.373,5.86129
-4.52195,1,0.451838,2,3,0,4.69098,97.2301,109.41,151.352,6.02748
-4.46942,0.961745,0.451838,2,7,0,6.20834,95.2942,107.15,158.583,5.30879
-9.17597,0.706203,0.451838,2,3,0,10.5378,97.0629,108.227,163.174,4.25916
-8.14008,1,0.451838,3,7,0,11.044,97.9923,111.173,144.371,9.06482
-8.79917,0.957844,0.451838,3,7,0,9.75285,99.3551,111.635,144.905,11.313
-11.9344,0.908742,0.451838,4,15,0,14.6809,78.9362,112.236,162.631,16.1224
-10.6717,0.992088,0.451838,3,7,0,12.8843,79.0857,109.858,159.345,10.9378
-11.974,0.999428,0.451838,4,15,0,13.1826,78.0252,119.957,154.57,14.1082
-10.0965,0.96018,0.451838,3,7,0,13.079,82.542,117.99,151.696,11.055
-7.52054,0.946692,0.451838,4,15,0,14.9079,103.608,104.665,155.545,7.41457
-4.38928,0.99329,0.451838,3,7,0,7.52265,90.9888,108.817,155.783,5.58748
-4.75528,0.931417,0.451838,3,7,0,6.72756,96.7736,109.979,159.674,5.91207
-5.40561,0.990362,0.451838,2,7,0,5.73487,94.6936,111.007,159.791,7.43725
-4.26183,0.991497,0.451838,3,7,0,6.82322,93.8234,109.074,151.137,4.71696
-5.54778,0.962707,0.451838,3,7,0,5.84695,97.7812,111.451,159.687,4.34315
-7.36328,0.888104,0.451838,3,7,0,8.48468,92.3914,106.686,146.892,8.77647
-5.95726,0.94093,0.451838,2,7,0,8.40428,90.746,107.931,149.532,5.99505
-4.63209,0.932027,0.451838,3,7,0,8.23731,93.642,113.075,158.201,4.52051
-4.36594,0.979804,0.451838,3,7,0,5.92568,95.7714,107.723,152.338,3.92966
-3.40882,1,0.451838,2,3,0,4.53651,94.3931,110.065,155.733,5.34746
-3.11629,0.926549,0.451838,3,7,0,5.37593,95.631,109.923,154.805,4.69593
-3.8686,0.886806,0.451838,2,3,0,4.62139,96.3669,109.381,153.185,3.68468
-3.68527,0.945616,0.451838,3,7,0,4.92693,92.432,109.718,156.111,5.0028
-4.94619,0.908653,0.451838,2,3,0,5.41565,90.7685,107.789,157.157,4.79053
-6.88559,0.828315,0.451838,3,7,0,8.88554,86.9826,112.818,154.227,5.84004
-5.13735,1,0.451838,3,7,0,8.46426,96.1103,107.857,158.48,7.25712
-5.59322,0.980619,0.451838,3,7,0,7.55211,95.9906,106.281,149.616,5.65517
-3.93034,0.98317,0.451838,2,3,0,6.50112,95.7015,107.72,152.95,5.48659
-3.65407,0.947237,0.451838,3,7,0,5.95114,93.2213,111.682,156.459,4.51182
-4.52874,0.909853,0.451838,2,3,0,5.11749,91.7013,112.443,154.343,4.1912
-4.97583,0.908264,0.451838,3,7,0,6.31917,97.7104,106.658,155.543,6.93404
-3.87476,0.99812,0.451838,3,7,0,5.42482,96.4973,112.269,155.074,5.68426
-12.5045,0.735821,0.451838,3,7,0,12.9884,107.61,116.499,139.708,16.7162
-13.7274,0.976954,0.451838,4,15,0,16.353,84.512,128.906,147.076,11.0797
-14.5513,0.946751,0.451838,4,15,0,16.6373,103.151,104.308,169.028,6.50984
-8.8243,0.585732,0.451838,2,3,0,18.4137,102.423,106.316,163.738,10.4931
-5.16326,0.975425,0.451838,3,7,0,9.89338,92.8636,106.543,159.047,6.08588
-5.73423,0.858702,0.451838,3,7,0,8.99046,91.7923,114.159,156.554,7.75497
-5.0481,0.964259,0.451838,3,7,0,11.1562,89.5218,109.054,155.071,5.88678
-5.33026,0.987632,0.451838,3,7,0,6.5757,99.6885,113.229,153.842,4.72104
-4.32085,0.773447,0.451838,2,3,0,7.16552,97.8964,111.402,155.926,6.24797
-6.07917,0.905595,0.451838,3,7,0,7.02917,96.3615,108.376,161.737,7.35425
-3.72724,0.970622,0.451838,2,7,0,6.11541,93.3897,110.243,156.277,5.62964
-3.59028,0.988957,0.451838,3,7,0,4.48007,96.8354,109.748,156.967,4.82225
-3.41732,0.982652,0.451838,3,7,0,4.25317,93.5071,109.866,153.429,4.68377
-3.54789,0.962684,0.451838,3,7,0,4.37274,96.0922,108.454,156.117,5.19018
-3.38851,0.943957,0.451838,3,7,0,4.57696,97.0576,110.187,154.33,4.44123
-4.26148,0.871816,0.451838,2,3,0,6.21652,91.1718,109.085,153.721,4.79537
-4.70699,0.984821,0.451838,3,7,0,5.63526,93.6738,111.799,159.054,6.17205
-5.49925,0.969294,0.451838,2,7,0,6.09051,93.0542,113.273,158.85,7.33875
-5.26039,0.980469,0.451838,3,7,0,7.18859,94.122,111.864,160.415,6.44823
-9.55835,0.765955,0.451838,2,3,0,10.783,99.6109,108.684,164.212,5.04436
-6.61304,1,0.451838,2,3,0,10.2546,99.3969,111.282,158.448,9.29596
-9.80554,0.945451,0.451838,3,7,0,10.7287,101.688,113.474,165.477,6.64456
-5.93336,0.844935,0.451838,3,7,0,11.7,91.4626,110.286,149.316,7.29426
-4.96822,0.758987,0.451838,2,3,0,8.79327,97.9948,107.406,156.102,3.77618
-4.39868,1,0.451838,3,7,0,5.81126,91.5023,108.776,153.713,5.96904
-4.04144,0.987472,0.451838,3,7,0,5.60416,96.7471,112.98,156.59,4.80241
-4.0403,0.932782,0.451838,3,7,0,5.64014,94.5218,108.196,153.366,3.61404
-3.69361,0.623575,0.451838,2,3,0,6.72088,94.3805,110.748,152.694,3.96775
-3.62466,1,0.451838,3,7,0,4.10575,95.863,111.605,155.756,5.50297
-5.05097,0.938135,0.451838,2,5,0,5.08329,96.8571,115.266,156.371,5.60026
-6.03846,0.965624,0.451838,2,7,0,7.27357,97.2605,115.987,158.457,7.04976
-6.21774,0.985773,0.451838,3,7,0,6.64278,98.4282,115.847,158.883,6.25809
-6.01242,0.976916,0.451838,3,7,0,6.93938,98.0677,114.712,158.632,7.626
-6.09097,0.965027,0.451838,3,7,0,8.14175,99.4879,109.256,161.036,6.43408
-4.54068,0.998631,0.451838,3,7,0,6.76226,96.3322,105.688,155.11,5.80913
-3.91726,0.9519,0.451838,3,7,0,5.8431,94.4354,112.942,154.505,4.0335
-4.83605,0.926419,0.451838,3,7,0,5.83801,96.381,112.536,155.966,7.20526
-5.27702,0.960059,0.451838,3,7,0,7.16491,95.6124,104.487,154.647,4.5989
-9.4756,0.657494,0.451838,2,3,0,10.9115,99.6002,104.892,154.619,3.45088
-4.85948,1,0.451838,1,1,0,8.11312,97.9025,106.798,155.749,4.02218
-5.03576,0.992891,0.451838,3,7,0,6.71095,91.3345,113.857,155.435,4.69679
-3.21037,0.99866,0.451838,2,3,0,5.12754,94.3974,111.002,155.915,4.3674
-6.41802,0.785411,0.451838,2,3,0,6.81737,99.5399,108.519,152.913,3.61637
-5.538,1,0.451838,2,3,0,6.91922,98.1166,109.162,152.018,3.60906
-4.21152,1,0.451838,2,3,0,6.48807,94.6116,106.968,157.313,5.58489
-5.25676,0.943642,0.451838,3,7,0,6.03806,92.2565,111.366,160.136,6.0381
-4.94547,0.994424,0.451838,3,7,0,6.37692,99.5924,107.165,154.199,5.07638
-5.54064,0.940302,0.451838,3,7,0,7.0052,91.148,114.952,154.324,6.639
-6.24897,0.971626,0.451838,3,7,0,7.47693,98.3975,104.577,157.9,4.89446
-5.82885,1,0.451838,3,7,0,7.24419,93.0076,116.62,155.542,6.73994
-5.90323,0.97858,0.451838,3,7,0,7.04481,96.6912,105.428,155.078,3.68188
-6.39654,0.978143,0.451838,3,7,0,7.93538,93.1013,115.558,158.448,8.34461
-3.17466,0.99179,0.451838,3,7,0,6.92554,94.1731,110.236,154.267,4.67221
-4.70216,0.918071,0.451838,3,7,0,4.9095,94.9819,111.326,150.314,5.91465
-4.82233,0.989851,0.451838,3,7,0,6.0755,95.8741,108.819,158.765,3.83834
-3.17305,1,0.451838,2,3,0,5.07795,94.4268,110.864,155.394,4.0825
-3.80951,0.897557,0.451838,3,7,0,4.55663,93.0931,110.276,154.402,5.79898
-4.27402,0.952843,0.451838,2,3,0,4.86553,90.9157,109.53,155.781,4.91499
-4.22228,0.992998,0.451838,3,7,0,5.32569,92.5264,108.019,157.59,4.97056
-3.90115,0.946507,0.451838,3,7,0,5.99118,97.8032,111.831,154.152,4.53937
-3.55362,0.992934,0.451838,3,7,0,4.3299,96.9797,110.775,154.351,3.96744
-3.74994,0.564478,0.451838,2,7,0,7.06761,92.9063,111.244,153.988,5.39903
-3.83544,0.928319,0.451838,3,7,0,5.85004,97.397,108.676,154.147,5.48822
-5.70294,0.903307,0.451838,2,3,0,6.47687,95.396,114.681,150.527,4.99239
-4.78935,0.978906,0.451838,2,3,0,6.35771,96.3529,114.265,152.633,5.99756
-5.9798,0.939106,0.451838,3,7,0,6.83578,95.9469,103.471,151.886,6.07036
-4.85794,0.86747,0.451838,3,7,0,9.15923,90.236,110.194,152.722,5.57394
-4.0341,0.988244,0.451838,2,7,0,5.2631,96.65,109.528,158.164,5.35583
-3.71968,0.979154,0.451838,3,7,0,5.06209,95.4519,111.029,152.155,4.75292
-3.77814,0.975505,0.451838,3,7,0,4.60221,94.6444,108.51,157.747,4.5931
-6.27102,0.811439,0.451838,3,7,0,7.66001,97.6975,108.477,155.93,9.34065
-5.32832,0.975515,0.451838,2,7,0,7.02983,96.4242,110.214,159.751,7.27571
-5.07056,0.963603,0.451838,2,7,0,7.36269,94.5085,113.86,152.98,7.10242
-8.01836,0.905262,0.451838,3,7,0,8.71718,91.8989,112.649,165.126,7.33341
-6.76639,0.983677,0.451838,3,7,0,8.63526,95.0972,112.686,158.788,9.84611
-5.57843,0.996995,0.451838,2,3,0,7.18332,94.5476,112.691,158.517,7.93615
-6.39474,0.975155,0.451838,2,7,0,7.55298,92.0089,114.527,159.455,8.17828
-4.52058,1,0.451838,3,7,0,7.25205,96.3479,106.975,152.386,4.24887
-4.10553,0.8813,0.451838,3,7,0,6.27766,96.989,111.941,153.389,3.91942
-4.16603,0.99456,0.451838,3,7,0,4.93722,94.9639,110.068,157.896,6.12597
-4.99933,0.941846,0.451838,3,7,0,5.77999,91.5275,107.834,154.472,7.02105
-3.76769,0.995619,0.451838,3,7,0,5.70089,94.3618,112.519,154.911,3.92368
-4.67896,0.918506,0.451838,3,7,0,5.59908,96.0487,113.411,157.421,6.40123
-5.62928,0.979435,0.451838,3,7,0,6.18769,93.2469,111.078,159.888,7.63785
-5.79926,0.956163,0.451838,3,7,0,7.97122,91.1556,108.613,157.708,8.08417
-9.11427,0.95247,0.451838,3,7,0,9.88598,87.2234,113.954,162.076,5.937
-5.80529,0.983023,0.451838,2,7,0,10.3668,99.8749,110.449,149.881,6.12593
-8.87595,0.920472,0.451838,3,7,0,10.075,104.466,112.748,151.67,12.0309
-7.16198,0.99403,0.451838,3,7,0,10.881,90.1319,104.807,151.532,4.86717
-7.20545,0.960558,0.451838,2,3,0,8.25286,89.6708,106.276,151.177,4.56191
-7.20545,0.349068,0.451838,2,3,0,11.4313,89.6708,106.276,151.177,4.56191
-7.01493,1,0.451838,3,7,0,7.36327,102.263,114.187,158.41,6.22602
-6.54157,1,0.451838,3,7,0,7.2727,101.032,114.272,158.935,7.02095
-5.68913,0.987039,0.451838,3,7,0,8.5446,89.6164,106.909,154.985,4.77919
-5.89719,0.975115,0.451838,3,7,0,7.01336,101.882,110.25,153.898,5.29121
-7.43554,0.892901,0.451838,3,7,0,8.80252,102.663,107.438,155.605,4.75315
-9.0355,0.998796,0.451838,3,7,0,11.4447,87.239,115.787,153.182,5.00356
-8.04762,1,0.451838,2,3,0,9.27,87.8764,115.243,152.901,5.08538
-4.07596,1,0.451838,2,7,0,7.97161,92.7931,109.575,153.963,6.10574
-3.45036,0.969926,0.451838,3,7,0,5.34231,96.864,109.541,155.766,4.05541
-3.63951,0.718572,0.451838,1,3,0,6.46608,94.0921,110.581,152.51,5.00854
-6.41954,0.755787,0.451838,3,7,0,7.13887,101.337,109.947,159.804,7.36884
-8.4173,0.911885,0.451838,3,7,0,11.1585,85.9547,108.56,149.009,10.0534
-5.8708,0.954326,0.451838,3,7,0,9.04891,99.2415,112.682,158.035,4.24469
-5.31451,1,0.451838,3,7,0,6.50997,90.1785,106.789,153.62,6.2485
-4.87912,0.983519,0.451838,3,7,0,6.82855,98.1766,114.403,155.425,5.37436
-6.00377,0.992069,0.451838,3,7,0,6.58027,93.816,114.93,157.63,8.17116
-4.4363,0.98192,0.451838,3,7,0,7.44848,94.3108,106.015,154.264,4.28513
-6.13236,0.797281,0.451838,2,3,0,9.18943,94.5196,109.167,152.552,2.86273
-6.13236,0.0396396,0.451838,1,1,0,10.8815,94.5196,109.167,152.552,2.86273
-3.54183,1,0.451838,3,7,0,6.37164,96.4684,111.235,156.435,4.13717
-3.65433,0.913825,0.451838,3,7,0,4.89164,95.7782,109.013,152.803,4.05097
-3.78746,0.989488,0.451838,3,7,0,4.30757,93.5001,111.626,155.621,5.66749
-4.89617,0.847264,0.451838,2,7,0,6.81778,96.1919,111.914,154.503,7.45711
-3.39249,0.950913,0.451838,3,7,0,6.54381,96.4698,108.933,156.155,4.41808
-5.7366,0.877052,0.451838,2,3,0,7.23226,93.6205,107.102,155.017,3.11293
-3.30792,1,0.451838,2,3,0,5.45424,95.4745,111.119,154.071,4.94472
-3.65567,0.897101,0.451838,3,7,0,4.95478,93.5984,108.925,157.136,4.36253
-4.61509,0.846248,0.451838,2,3,0,5.51438,91.5662,111.043,157.672,4.388
-5.80979,0.923431,0.451838,3,7,0,7.17542,95.9769,104.158,156.173,7.54512
-4.8047,0.952963,0.451838,2,7,0,6.41112,96.5546,105.156,155.723,4.93832
-4.59261,0.911726,0.451838,2,7,0,6.57374,98.3222,108.695,157.149,6.30525
-5.81261,0.959399,0.451838,3,7,0,6.13212,101.839,109.694,154.736,6.90883
-7.53365,0.971765,0.451838,3,7,0,8.69295,89.6502,102.561,156.55,5.80121
-8.22365,0.945696,0.451838,3,7,0,10.0151,102.452,118.795,155.513,7.84393
-9.35345,0.924663,0.451838,3,7,0,10.5613,87.0685,101.347,154.792,6.18996
-9.9201,0.99131,0.451838,3,7,0,10.7878,101.469,120.272,155.676,5.94303
-7.04068,1,0.451838,2,3,0,10.824,99.9616,113.596,158.653,9.54812
-6.21308,0.9993,0.451838,2,3,0,7.15191,98.3419,113.395,158.448,8.51717
-7.04802,0.935237,0.451838,3,7,0,8.66992,98.78,111.18,156.675,10.4187
-4.48694,0.85351,0.451838,3,7,0,14.5637,90.8246,109.432,156.031,4.46711
-5.53853,0.897411,0.451838,3,7,0,6.99834,89.6688,110.788,152.687,4.5939
-3.81319,0.913858,0.451838,2,3,0,6.62988,97.4587,108.084,155.945,4.91205
-5.3119,0.805646,0.451838,3,7,0,7.15413,91.7729,111.478,152.406,7.4772
-4.23845,0.97787,0.451838,3,7,0,6.77501,98.5869,108.447,155.345,4.35963
-5.23027,0.838717,0.451838,2,3,0,6.94239,94.3857,107.535,159.362,4.19554
-5.54049,0.99597,0.451838,3,7,0,7.3015,92.9989,110.673,160.852,6.73175
-4.75227,0.991478,0.451838,3,7,0,7.27671,92.3253,108.276,151.055,5.62555
-7.32115,0.833299,0.451838,3,7,0,7.89273,95.6025,118.752,159.265,6.98744
-6.10431,0.999039,0.451838,3,7,0,9.13991,97.1972,103.736,158.518,6.0832
-8.64044,0.934491,0.451838,3,7,0,9.15832,92.8087,100.699,156.469,11.574
-6.61412,0.929704,0.451838,2,7,0,12.9117,92.3424,110.525,161.736,8.47106
-9.31987,0.972712,0.451838,3,7,0,9.91137,93.9962,114.702,167.031,7.40795
-7.05604,1,0.451838,3,7,0,10.4172,91.2258,104.226,156.645,9.4303
-5.13889,0.977038,0.451838,3,7,0,8.72898,97.7724,105.67,157.74,5.37013
-5.48357,0.962945,0.451838,3,7,0,7.54729,92.4241,112.322,149.552,5.87157
-5.58209,0.968651,0.451838,3,7,0,7.69067,97.0195,108.253,161.032,6.24317
-4.81131,0.925697,0.451838,3,7,0,7.94561,94.8719,106.26,152.174,6.34621
-4.72462,0.95546,0.451838,3,7,0,7.03262,95.0273,113.164,154.541,3.48054
-7.78306,0.533033,0.451838,3,7,0,9.48382,93.208,113.142,150.324,3.48379
-3.3426,0.926491,0.451838,3,7,0,8.88487,94.7611,109.833,156.852,4.20487
-5.11306,0.885573,0.451838,2,3,0,6.19127,92.7545,111.833,155.351,3.22529
-8.22562,0.595754,0.451838,3,7,0,9.07077,99.8834,106.087,155.954,12.0446
-5.20888,0.999668,0.451838,3,7,0,9.20263,100.805,109.446,156.334,5.33539
-5.61054,0.920206,0.451838,3,7,0,7.02071,89.1352,109.016,152.202,5.55302
-5.47522,0.975021,0.451838,3,7,0,8.11423,88.9569,110.224,156.414,5.15538
-5.3663,1,0.451838,3,7,0,6.72384,89.4766,112.614,154.731,5.25423
-7.61214,0.871164,0.451838,3,7,0,8.60365,102.061,109.372,148.605,9.28505
-5.46999,0.958146,0.451838,3,7,0,8.11192,90.4759,109.424,158.029,4.32544
-6.46328,0.764606,0.451838,3,7,0,10.5092,102.4,111.488,158.25,7.0051
-4.29085,0.931797,0.451838,3,7,0,7.79177,91.4044,112.021,154.054,5.20843
-5.30761,0.922225,0.451838,2,3,0,5.96435,90.6498,111.337,151.438,4.81173
-4.64009,1,0.451838,2,3,0,5.40985,91.5764,111.923,152.047,5.40952
-4.58912,1,0.451838,2,3,0,4.82606,91.2401,111.118,152.223,5.38162
-3.80172,0.981447,0.451838,2,7,0,5.50674,94.5831,107.942,157.154,4.24815
-3.39693,0.987381,0.451838,3,7,0,4.32203,96.4467,110.166,154.944,5.21065
-5.59001,0.818516,0.451838,2,3,0,7.06445,99.0499,111.629,155.205,3.56922
-3.90713,1,0.451838,3,7,0,6.6411,95.0808,111.397,152.955,3.70782
-5.57034,0.705024,0.451838,3,7,0,7.84116,97.8544,110.732,157.682,3.42
-5.35717,1,0.451838,3,7,0,5.87401,90.8084,108.371,151.488,6.73968
-3.89044,0.982285,0.451838,3,7,0,6.56048,95.5274,109.839,158.373,4.62896
-4.4484,0.923461,0.451838,3,7,0,5.73651,93.5973,110.079,151.383,6.14958
-7.16607,0.933055,0.451838,3,7,0,7.83729,100.271,107.705,149.744,4.71686
-5.22685,0.778507,0.451838,2,7,0,9.42112,97.5759,109.787,150.37,6.87747
